"TIMESTAMP","ts","filename","date","time","DOY","daytime","file_records","used_records","Tau","qc_Tau","rand_err_Tau","H","qc_H","rand_err_H","LE","qc_LE","rand_err_LE","co2_flux","qc_co2_flux","rand_err_co2_flux","h2o_flux","qc_h2o_flux","rand_err_h2o_flux","ch4_flux","qc_ch4_flux","rand_err_ch4_flux","none_flux","qc_none_flux","rand_err_none_flux","H_strg","LE_strg","co2_strg","h2o_strg","ch4_strg","none_strg","co2_v-adv","h2o_v-adv","ch4_v-adv","none_v-adv","co2_molar_density","co2_mole_fraction","co2_mixing_ratio","co2_time_lag","co2_def_timelag","h2o_molar_density","h2o_mole_fraction","h2o_mixing_ratio","h2o_time_lag","h2o_def_timelag","ch4_molar_density","ch4_mole_fraction","ch4_mixing_ratio","ch4_time_lag","ch4_def_timelag","none_molar_density","none_mole_fraction","none_mixing_ratio","none_time_lag","none_def_timelag","sonic_temperature","air_temperature","air_pressure","air_density","air_heat_capacity","air_molar_volume","ET","water_vapor_density","e","es","specific_humidity","RH","VPD","Tdew","u_unrot","v_unrot","w_unrot","u_rot","v_rot","w_rot","wind_speed","max_wind_speed","wind_dir","yaw","pitch","roll","u*","TKE","L","(z-d)/L","bowen_ratio","T*","model","x_peak","x_offset","x_10%","x_30%","x_50%","x_70%","x_90%","un_Tau","Tau_scf","un_H","H_scf","un_LE","LE_scf","un_co2_flux","co2_scf","un_h2o_flux","h2o_scf","un_ch4_flux","ch4_scf","un_none_flux","un_none_scf","spikes_hf","amplitude_resolution_hf","drop_out_hf","absolute_limits_hf","skewness_kurtosis_hf","skewness_kurtosis_sf","discontinuities_hf","discontinuities_sf","timelag_hf","timelag_sf","attack_angle_hf","non_steady_wind_hf","u_spikes","v_spikes","w_spikes","ts_spikes","co2_spikes","h2o_spikes","ch4_spikes","none_spikes","head_detect_LI-7200","t_out_LI-7200","t_in_LI-7200","aux_in_LI-7200","delta_p_LI-7200","chopper_LI-7200","detector_LI-7200","pll_LI-7200","sync_LI-7200","chopper_LI-7500","detector_LI-7500","pll_LI-7500","sync_LI-7500","not_ready_LI-7700","no_signal_LI-7700","re_unlocked_LI-7700","bad_temp_LI-7700","laser_temp_unregulated_LI-7700","block_temp_unregulated_LI-7700","motor_spinning_LI-7700","pump_on_LI-7700","top_heater_on_LI-7700","bottom_heater_on_LI-7700","calibrating_LI-7700","motor_failure_LI-7700","bad_aux_tc1_LI-7700","bad_aux_tc2_LI-7700","bad_aux_tc3_LI-7700","box_connected_LI-7700","mean_value_RSSI_LI-7200","mean_value_LI-7500","u_var","v_var","w_var","ts_var","co2_var","h2o_var","ch4_var","none_var","w/ts_cov","w/co2_cov","w/h2o_cov","w/ch4_cov","w/none_cov","air_p_mean","air_t_mean","RECORD","TA_2_1_1_1_1","RH_19_3_1_1_1","WS_16_33_1_1_1","SHF_6_37_1_1_1","SHF_6_37_2_1_1","SD_10_99_1_1_1","PPFD_7_21_1_1_1","PPFDR_7_23_1_1_1","SWIN_6_10_1_1_1","SWOUT_6_11_1_1_1","LWIN_6_14_1_1_1","LWOUT_6_15_1_1_1","ALB_6_26_1_1_1","RN_6_5_1_1_1","SWC_12_36_1_1_1","SWC_12_36_2_1_1","SWC_12_36_3_1_1","TS_2_38_1_1_1","TS_2_38_2_1_1","TS_2_38_23_1_1","TA_2_1_1_1_1.c","RH.c","SHF_6_37_1_1_1.c","SHF_6_37_2_1_1.c","PPFD_7_21_1_1_1.c","PPFDR_7_23_1_1_1.c","RN_6_5_1_1_1.c","SWIN_6_10_1_1_1.c","SWOUT_6_11_1_1_1.c","ALB_1_1_1.c","LWIN_6_14_1_1_1.c","LWOUT_6_15_1_1_1.c","TS_2_38_1_1_1.c","TS_2_38_2_1_1.c","TS_2_38_23_1_1.c","SWC_12_36_1_1_1.c","SWC_12_36_2_1_1.c","SWC_12_36_3_1_1.c","Tau.flag","co2_flux.flag","ch4_flux.flag","LE.flag","H.flag","met","flux","mismatch","nightCO2","u_flag","Tau.c","co2_flux.c","ch4_flux.c","H.c","LE.c","hour","month","vpd","Signal","nee.rf.rts","fch4.rts.tmod","fch4.rf.rts","nee.rf.tundra","fch4.tundra.tmod","fch4.rf.tundra"
2025-06-08 09:00:00,2025-06-08 09:00:00,"TOA5_6032.ts_data_290_2025_06_08_0900.dat",2025-06-08,"09:00",159.3749,1,18000,18000,-0.0212934,0,0.00179151,25.3083,0,2.09557,13.3988,0,1.09749,0.56944,0,0.111921,0.296994,0,0.0243267,0.00142678,0,0.000849045,NA,NA,NA,1.11621,0.150262,0.0296263,0.00333066,0.000183028,NA,7.94452e-11,7.37996e-13,4.60681e-13,NA,16.8766,422.966,424.635,-0.2,0,156.773,3.92909,3.94459,-0.2,0,0.0978627,2.14492,2.15338,0.6,0,NA,NA,NA,NA,9,269.664,271.689,90128.3,1.15399,1007.25,0.0250623,0.0192452,0.00282504,354.217,547.703,0.00244807,64.6732,193.486,265.871,0.248218,-1.75198,0.0303033,1.76973,-2.96184e-14,4.70743e-15,1.76973,3.01945,335.082,278.064,0.981132,NA,0.135838,0.183201,-8.01071,-0.383611,1.88884,-0.160289,1,29.6752,13,23,39,60,96,223,-0.0210963,1.00934,25.6107,1.01291,10.7158,1.15251,-1.67729,1.15251,0.237522,1.15251,-0.00789226,1.19594,NA,NA,800000009,800000009,800000009,800000009,800000009,800011119,899999999,899999999,89999,89999,89,89,4,6,0,75,68,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,NA,NA,0.170007,0.170632,0.0257633,0.065801,0.000373169,10.5572,1.60615e-08,NA,0.0220335,-0.00167729,0.237522,-7.89226e-06,NA,90100.2,NA,1629,-5.026,91.6,2.141,-56.78,-3.128,-1.943,711.9,389.6,323.4,165,283.2,309.5,0.511,132.1,NA,NA,NA,NA,NA,NA,-5.026,91.6,NA,-3.128,711.9,389.6,132.1,323.4,165,0.510204081632653,283.2,309.5,NA,NA,NA,NA,NA,NA,0,0,0,0,0,132.1,38.7071,0.293013626040878,NA,0,-0.0212934,0.56944,0.00142678,25.3083,13.3988,9,6,35.3037162672109,"Tundra",0.629315165303335,0.0026553472926635,0.00455830316574834,0.391508540875733,0.00148694031959917,0.00312185798262833
2025-06-08 09:30:00,2025-06-08 09:30:00,"TOA5_6032.ts_data_290_2025_06_08_0930.dat",2025-06-08,"09:30",159.3957,1,18000,18000,-0.0195751,0,0.00184635,23.3497,0,1.72236,12.5969,0,0.824489,0.417907,0,0.109179,0.279173,0,0.0182723,0.00056106,0,0.000681488,NA,NA,NA,-0.354361,0.133639,-0.0238694,0.0029617,-0.000199618,NA,7.71157e-12,7.24694e-14,4.4692e-14,NA,16.8775,422.624,424.309,-0.2,0,158.606,3.9716,3.98744,-0.2,0,0.0978128,2.14205,2.15059,0.7,0,NA,NA,NA,NA,9,269.879,271.515,90148.3,1.15497,1007.27,0.0250406,0.0180904,0.00285808,358.129,540.71,0.0024746,66.2332,182.581,266.013,0.304004,-2.00197,0.0709531,2.02616,-4.53856e-14,4.56914e-16,2.02616,3.3451,334.442,278.635,2.00682,NA,0.130187,0.133426,-7.64465,-0.401981,1.85361,-0.15417,1,36.7754,16,29,48,73,118,270,-0.0194051,1.00876,23.6398,1.01281,10.0341,1.1534,-1.7306,1.1534,0.222375,1.1534,-0.00800046,1.19636,NA,NA,800000009,800000009,800000009,800000009,800000009,800011119,899999999,899999999,89999,89999,89,89,1,15,0,96,70,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,NA,NA,0.133515,0.104183,0.0291548,0.0513058,0.000312571,8.49308,1.30254e-08,NA,0.0203202,-0.0017306,0.222375,-8.00046e-06,NA,90119.3,NA,1630,-4.897,91.8,2.117,-56.48,-1.521,-1.937,807,384.5,376.4,167.2,283.7,314.6,0.444,178.3,NA,NA,NA,NA,NA,NA,-4.897,91.8,NA,-1.521,807,384.5,178.3,376.4,167.2,0.444208289054198,283.7,314.6,NA,NA,NA,NA,NA,NA,0,0,0,0,0,178.3,35.9466,0.201607403252945,NA,0,-0.0195751,0.417907,0.00056106,23.3497,12.5969,9,6,34.8023121602436,"Tundra",-0.364028422275001,0.00266843041251856,0.003734885491065,0.339615746196134,0.00149174010272599,0.00267689188259767
2025-06-08 10:00:00,2025-06-08 10:00:00,"TOA5_6032.ts_data_290_2025_06_08_1000.dat",2025-06-08,"10:00",159.4165,1,18000,18000,-0.0145664,0,0.00157538,18.7269,0,1.35733,11.056,0,0.87354,0.634755,0,0.0840454,0.244984,0,0.0193563,0.00144358,0,0.000550931,NA,NA,NA,-0.347935,-0.0359214,-0.0436637,-0.000795961,-0.000164768,NA,2.18743e-11,2.05277e-13,1.26807e-13,NA,16.8683,421.997,423.675,-0.2,0,158.299,3.96019,3.97593,-0.2,0,0.097787,2.13969,2.14819,0.7,0,NA,NA,NA,NA,9,269.992,271.343,90176,1.15606,1007.26,0.0250172,0.015875,0.00285254,357.21,533.928,0.00246748,66.9022,176.718,265.98,0.169913,-2.02033,0.112503,2.03059,-4.9284e-14,1.29677e-15,2.03059,3.63943,337.804,274.807,3.17606,NA,0.11225,0.179248,-6.11119,-0.502848,1.69382,-0.143271,1,41.6281,19,33,54,81,130,293,-0.01444,1.00875,19.0011,1.01281,8.7954,1.15342,-1.31514,1.15342,0.194892,1.15342,-0.00551387,1.19637,NA,NA,800000009,800000009,800000009,800000009,800000009,800011119,899999999,899999999,89999,89999,89,89,3,0,2,83,126,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,18000,0,0,0,18000,18000,18000,18000,NA,NA,0.179379,0.152362,0.0267538,0.0475545,0.00027458,11.4735,1.47792e-08,NA,0.0163177,-0.00131514,0.194892,-5.51387e-06,NA,90148,NA,1631,-4.79,91.9,1.834,-57.21,-3.951,-1.934,681.5,275.3,304.6,116.6,291.8,315.9,0.383,163.9,NA,NA,NA,NA,NA,NA,-4.79,91.9,NA,-3.951,681.5,275.3,163.9,304.6,116.6,0.3827971109652,291.8,315.9,NA,NA,NA,NA,NA,NA,0,0,0,0,0,163.9,29.7829,0.181713849908481,NA,0,-0.0145664,0.634755,0.00144358,18.7269,11.056,10,6,34.65799665041,"Tundra",0.291871028598333,0.00267933119782666,0.00301679431055833,0.344435171313684,0.00149573307139598,0.00179634313944167
2025-06-08 10:30:00,2025-06-08 10:30:00,"TOA5_6032.ts_data_290_2025_06_08_1030.dat",2025-06-08,"10:30",159.4374,1,18000,18000,-0.0217838,0,0.00248918,30.2393,0,2.3611,15.4355,0,1.2083,0.249208,0,0.187285,0.342104,0,0.0267802,0.00041456,0,0.00108975,NA,NA,NA,0.493534,0.507587,0.0251769,0.0112499,6.59409e-05,NA,5.25722e-11,5.13029e-13,3.04455e-13,NA,16.8729,422.359,424.107,-0.2,0,164.655,4.12162,4.13868,-0.2,0,0.097714,2.14063,2.14949,0.6,0,NA,NA,NA,NA,9,270.037,271.586,90204.1,1.15531,1007.35,0.0250318,0.0221683,0.00296709,371.886,543.576,0.00256822,68.4148,171.69,266.503,0.426866,-1.87,0.0803897,1.91978,-1.32815e-14,3.11578e-15,1.91978,3.84887,329.852,282.859,2.39993,NA,0.137315,0.201958,-6.92978,-0.443448,1.95908,-0.189224,1,31.3055,14,25,41,62,100,229,-0.0215899,1.00898,30.5789,1.01283,12.3194,1.15299,-2.20929,1.15299,0.273041,1.15299,-0.0105935,1.19614,NA,NA,800001109,800000009,800000009,800000109,800000009,800011119,899999999,899999999,89999,89999,89,89,10,5,1,85,362,184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,0,0,0,10653,0,0,0,18000,18000,18000,18000,NA,NA,0.185297,0.187912,0.0307055,0.079794,0.000775159,16.1286,3.06248e-08,NA,0.0262749,-0.00220929,0.273041,-1.05935e-05,NA,90176.1,NA,1632,-4.783,92.4,2.039,-54.86,-0.194,-1.933,671.9,236.8,288.9,96.4,298.2,317.3,0.334,173.4,NA,NA,NA,NA,NA,NA,-4.783,92.4,-54.86,-0.194,671.9,236.8,173.4,288.9,96.4,0.33367947386639,298.2,317.3,NA,NA,NA,NA,NA,NA,0,0,0,0,0,173.4,45.6748,0.263407151095733,NA,0,-0.0217838,0.249208,0.00041456,30.2393,15.4355,10,6,32.5358734594145,"Tundra",0.260988143158333,0.00268004588324766,0.00271820318213167,0.200942321353984,0.0014959946658161,0.00147045421640067
2025-06-08 11:00:00,2025-06-08 11:00:00,"TOA5_6032.ts_data_290_2025_06_08_1100.dat",2025-06-08,"11:00",159.4582,1,18000,18000,-0.0168413,0,0.00186202,34.6274,0,2.63997,20.6898,0,1.394,-0.359679,0,0.851489,0.458682,0,0.0309043,0.0060612,0,0.00143428,NA,NA,NA,0.576875,0.0968354,0.308021,0.00214679,0.00020925,NA,2.52512e-11,2.45686e-13,1.44837e-13,NA,17.037,426.782,428.561,-0.1,0,165.764,4.15245,4.16976,-0.1,0,0.0977212,2.14364,2.15258,0.8,0,NA,NA,NA,NA,9,270.277,271.871,90231.6,1.15444,1007.37,0.0250504,0.0297226,0.00298707,374.782,555.058,0.00258746,67.5212,180.276,266.604,0.892718,-1.65665,0.045121,1.88241,-2.5834e-14,1.48214e-15,1.88241,2.91239,314.365,298.319,1.3735,NA,0.120782,0.146114,-4.11932,-0.745996,1.67364,-0.246522,1,30.6896,14,24,40,59,94,209,-0.0166901,1.00906,35.1646,1.01284,16.7646,1.15286,-3.00493,1.15286,0.371663,1.15286,-0.007004,1.19608,NA,NA,800001109,800000009,800000009,800000109,800000009,800010109,899999999,899999999,89999,89999,89,89,5,5,0,99,359,230,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,18000,18000,18000,18000,NA,NA,0.122642,0.141506,0.0280797,0.127403,0.0164336,24.2361,1.08744e-07,NA,0.0302374,-0.00300493,0.371663,-7.004e-06,NA,90203.4,NA,1633,-4.515,92.6,2.064,-56.54,-1.79,-1.934,769.3,231.9,335.4,96.2,300.8,321.6,0.287,218.4,NA,NA,NA,NA,NA,NA,-4.515,92.6,NA,-1.79,769.3,231.9,218.4,335.4,96.2,0.286821705426357,300.8,321.6,NA,NA,NA,NA,NA,NA,0,0,4,0,0,218.4,55.3172,0.253283882783883,NA,0,-0.0168413,-0.359679,NA,34.6274,20.6898,11,6,32.3290388135795,"Tundra",-0.299663002275,0.00270755196708514,0.00290321908825167,-0.0768957053181333,0.00150604447675042,0.00232903103251
2025-06-08 11:30:00,2025-06-08 11:30:00,"TOA5_6032.ts_data_290_2025_06_08_1130.dat",2025-06-08,"11:30",159.479,1,18000,18000,-0.030334,1,0.00299178,71.1069,0,4.23599,48.875,0,2.79093,-4.4377,1,2.12732,1.08201,0,0.0617863,NA,NA,NA,NA,NA,NA,-3.04104,0.602912,0.762971,0.0133474,NA,NA,-7.56971e-11,-7.51258e-13,NA,NA,17.4271,437.769,439.679,-0.1,0,172.955,4.34465,4.36361,-0.1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,9,270.751,270.38,90258.3,1.16109,1007.44,0.02512,0.070114,0.00311666,388.894,497.07,0.00268424,78.2371,108.177,267.086,0.909375,-1.4255,0.0312789,1.69115,1.68671e-15,-4.34365e-15,1.69115,3.25265,310.555,302.535,1.05978,NA,0.161634,0.220927,-4.80863,-0.63906,1.45487,-0.376093,1,19.3616,9,15,25,38,61,139,-0.0300466,1.00957,72.5322,1.01297,40.3015,1.15231,-8.56473,1.15231,0.892205,1.15231,NA,NA,NA,NA,800000009,800000009,800000009,800000009,800000009,800010109,899999999,899999999,89999,89999,89,89,1,10,2,74,117,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6060,0,0,0,0,101,0,0,0,0,16,18000,18000,18000,18000,NA,NA,0.147605,0.248892,0.0453562,0.247583,0.0383583,65.5502,NA,NA,0.0620077,-0.00856473,0.892205,NA,NA,90231.4,NA,1634,-4.297,90.9,1.972,-49.74,1.064,-1.932,900,227.8,406.4,101,301.1,326.7,0.25,279.8,NA,NA,NA,NA,NA,NA,-4.297,90.9,-49.74,1.064,900,227.8,279.8,406.4,101,0.248523622047244,301.1,326.7,NA,NA,NA,NA,NA,NA,1,4,NA,0,0,279.8,119.9819,0.42881308077198,NA,0,-0.030334,NA,NA,71.1069,48.875,11,6,40.4162153127927,"Tundra",-0.736364506004996,0.00273013439967449,0.00313319059124334,0.129268783507067,0.00151426909641486,0.00200147200612296
2025-06-08 12:00:00,2025-06-08 12:00:00,"TOA5_6032.ts_data_290_2025_06_08_1200.dat",2025-06-08,"12:00",159.4999,1,18000,18000,-0.0355003,0,0.00182794,81.4805,0,5.13882,64.3819,0,3.90976,0.972915,0,1.10371,1.42569,0,0.0865786,NA,NA,NA,NA,NA,NA,0.583434,0.040609,-0.667438,0.000899256,NA,NA,7.55634e-12,7.69062e-14,NA,NA,17.0352,428.152,430.026,-0.2,0,173.38,4.3576,4.37668,-0.1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,9,271.038,270.666,90307.6,1.16049,1007.45,0.0251333,0.0923845,0.0031243,390.26,507.741,0.00269222,76.862,117.481,267.132,0.768472,-1.43464,0.0617857,1.62867,-2.46486e-15,4.43571e-16,1.62867,4.2795,311.968,298.176,2.17411,NA,0.174902,0.326787,-5.31913,-0.577726,1.26558,-0.398468,1,17.0321,8,13,22,34,55,126,-0.0351571,1.00976,83.5185,1.01304,53.4833,1.15218,-4.36618,1.15218,1.18435,1.15218,NA,NA,NA,NA,800000009,800000009,800000009,800000009,800000019,800010119,899999999,899999999,89999,89999,89,89,10,4,2,66,40,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8755,0,0,0,0,102,0,0,0,0,17,18000,18000,18000,18000,NA,NA,0.301596,0.298824,0.053154,0.302568,0.0215706,91.1931,NA,NA,0.071436,-0.00436618,1.18435,NA,NA,90270.4,NA,1635,-3.931,91,1.923,-50.5,2.184,-1.926,1090,209.7,512.5,103,300.5,338.8,0.201,371.1,NA,NA,NA,NA,NA,NA,-3.931,91,-50.5,2.184,1090,209.7,371.1,512.5,103,0.200975609756098,300.5,338.8,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,371.2,145.8624,0.392948275862069,NA,0,-0.0355003,0.972915,NA,81.4805,64.3819,12,6,41.0900026339212,"Tundra",-0.742217829824997,0.00276847238458873,0.00292152791145667,0.411056796837867,0.00152817853304389,0.00184786489500333
2025-06-08 12:30:00,2025-06-08 12:30:00,"TOA5_6032.ts_data_290_2025_06_08_1230.dat",2025-06-08,"12:30",159.5207,1,18000,18000,-0.0202295,0,0.00220794,79.3972,0,4.32867,55.3478,0,2.99939,-0.697351,0,0.46173,1.22848,0,0.0665732,0.00200648,0,0.00281338,NA,NA,NA,4.95022,-0.0326772,-0.317308,-0.000725291,NA,NA,9.49745e-11,9.74713e-13,5.46888e-13,NA,16.85,423.58,425.429,-0.1,0,172.93,4.34715,4.36613,-0.1,0,0.0970269,2.14092,2.15026,0.9,0,NA,NA,NA,NA,9,271.215,273.115,90327.7,1.15032,1007.49,0.0251382,0.0796055,0.0031162,392.774,607.871,0.00270898,64.6146,215.097,267.216,1.17994,-1.31145,-0.00438158,1.76413,-6.89096e-15,5.63646e-15,1.76413,3.13373,301.158,311.978,-0.142306,NA,0.132612,0.248132,-2.37977,-1.2913,1.43451,-0.516607,1,20.8096,9,16,27,40,62,137,-0.020042,1.00936,81.045,1.01291,45.7129,1.1525,-5.60387,1.1525,1.01463,1.1525,-0.0278354,1.19594,NA,NA,800000009,800000009,800000009,800000009,800000009,800010109,899999999,899999999,89999,89999,89,89,0,4,0,63,63,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,101,0,0,0,0,16,18000,18000,18000,18000,NA,NA,0.167787,0.279739,0.0487372,0.315012,0.00353993,86.7433,1.47245e-07,NA,0.0699303,-0.00560387,1.01463,-2.78354e-05,NA,90296.9,NA,1636,-3.664,90.8,1.773,-47.16,1.941,-1.924,1028,154.6,476.9,79.98,300.4,343.8,0.168,353.6,NA,NA,NA,NA,NA,NA,-3.664,90.8,-47.16,1.941,1028,154.6,353.6,476.9,79.98,0.167708114908786,300.4,343.8,NA,NA,NA,NA,NA,NA,0,0,0,0,0,353.52,134.745,0.381152410047522,NA,0,-0.0202295,-0.697351,0.00200648,79.3972,55.3478,12,6,42.8545448826344,"Tundra",-0.803204155346663,0.0027967794539224,0.00316383216975667,-0.458923238050002,0.00153840611521868,0.00182429914545666
2025-06-08 13:00:00,2025-06-08 13:00:00,"TOA5_6032.ts_data_290_2025_06_08_1300.dat",2025-06-08,"13:00",159.5415,1,18000,18000,-0.0195766,1,0.00155661,67.8668,0,3.4534,46.0432,0,2.42967,-0.629101,0,0.403036,1.02211,0,0.0539361,0.00303466,0,0.00343257,NA,NA,NA,0.317992,0.335152,0.00374139,0.00744002,-0.000114911,NA,3.09956e-11,3.25911e-13,1.78242e-13,NA,16.8467,423.634,425.529,-0.1,0,177.139,4.4544,4.47433,-0.1,0,0.0968777,2.13926,2.14883,0.8,0,NA,NA,NA,NA,9,271.393,273.272,90350.3,1.1499,1007.55,0.0251464,0.0662327,0.00319204,402.564,614.857,0.00277593,65.4729,212.292,267.539,1.03494,-1.41353,0.0219469,1.75204,1.74402e-14,1.83986e-15,1.75204,3.26276,306.588,306.21,0.717735,NA,0.130478,0.170864,-2.65237,-1.15859,1.47398,-0.448942,1,21.9064,10,17,28,42,66,145,-0.0193945,1.00939,69.2119,1.01292,37.874,1.15246,-4.93289,1.15246,0.840762,1.15246,-0.0224151,1.19593,NA,NA,800000009,800000009,800000009,800000009,800000009,800010109,899999999,899999999,89999,89999,89,89,4,4,0,79,96,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,102,0,0,0,0,17,18000,18000,18000,18000,NA,NA,0.129752,0.166809,0.0451676,0.241271,0.00323416,70.2753,2.5238e-07,NA,0.0597383,-0.00493289,0.840762,-2.24151e-05,NA,90318.7,NA,1637,-3.457,90.8,1.719,-46.61,3.142,-1.923,1054,139.9,489.2,76.15,302.1,348.6,0.156,366.5,NA,NA,NA,NA,NA,NA,-3.457,90.8,-46.61,3.142,1054,139.9,366.5,489.2,76.15,0.155662305805397,302.1,348.6,NA,NA,NA,NA,NA,NA,1,0,0,0,0,366.55,113.91,0.310762515345792,NA,0,-0.0195766,-0.629101,0.00303466,67.8668,46.0432,13,6,43.5251297407948,"Tundra",-0.904314437981664,0.00281892441203144,0.00315652838120834,-0.332728333705,0.0015463824458646,0.00232215171568499
2025-06-08 13:30:00,2025-06-08 13:30:00,"TOA5_6032.ts_data_290_2025_06_08_1330.dat",2025-06-08,"13:30",159.5624,1,18000,18000,-0.0404145,0,0.0032082,86.7704,0,4.7656,62.3084,0,3.27255,0.160224,0,0.61488,1.38332,0,0.0726546,-0.00194628,0,0.00333498,NA,NA,NA,0.216653,0.441186,0.120113,0.00979485,0.000134868,NA,-1.0955e-10,-1.18357e-12,-6.27661e-13,NA,16.9151,425.365,427.329,-0.2,0,182.749,4.5956,4.61682,-0.2,0,0.0969142,2.1412,2.15109,0.8,0,NA,NA,NA,NA,9,271.621,273.38,90383.6,1.14981,1007.63,0.025147,0.0896392,0.00329314,415.478,619.657,0.00286408,67.0497,204.179,267.955,0.82308,-2.06066,0.115758,2.22198,-6.78328e-14,-6.47646e-15,2.22198,3.91112,320.256,291.773,2.98628,NA,0.18748,0.352868,-6.15594,-0.499192,1.3926,-0.399474,1,24.4969,11,19,32,49,78,179,-0.0400762,1.00844,88.6672,1.01283,51.3327,1.15428,-5.30184,1.15428,1.13965,1.15428,-0.0344095,1.19689,NA,NA,800000009,800000009,800000009,800000009,800000009,800010109,899999999,899999999,89999,89999,89,89,2,0,4,76,71,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,101,0,0,0,0,16,18000,18000,18000,18000,NA,NA,0.255242,0.397025,0.0534678,0.289302,0.00707809,82.4702,2.14003e-07,NA,0.0765306,-0.00530184,1.13965,-3.44095e-05,NA,90352.4,NA,1638,-3.338,92.4,1.837,-44.89,4.093,-1.923,1019,129.8,480.2,72.99,299.3,350.2,0.152,356.3,NA,NA,NA,NA,NA,NA,-3.338,92.4,-44.89,4.093,1019,129.8,356.3,480.2,72.99,0.151999167013744,299.3,350.2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,356.31,149.0788,0.418396340265499,NA,0,-0.0404145,0.160224,-0.00194628,86.7704,62.3084,13,6,36.2774670216557,"Tundra",-0.988120396373331,0.0028317343749206,0.00277964529343333,5.06584816666704e-05,0.00155098657993732,0.00117474025671334
2025-06-08 14:00:00,2025-06-08 14:00:00,"TOA5_6032.ts_data_290_2025_06_08_1400.dat",2025-06-08,"14:00",159.5832,1,18000,18000,-0.039687,0,0.00675937,56.6486,0,3.98845,43.321,0,2.73717,0.841428,0,0.639297,0.961346,0,0.0607412,0.00472047,0,0.00292032,NA,NA,NA,-0.958024,0.0493213,-0.0558203,0.0010945,-0.000861533,NA,-9.60608e-11,-1.04336e-12,-5.48303e-13,NA,16.9189,424.562,426.529,-0.2,0,183.763,4.61134,4.63271,-0.2,0,0.0965711,2.12881,2.13867,0.7,0,NA,NA,NA,NA,9,271.542,272.907,90418,1.15223,1007.64,0.0250939,0.0622952,0.00331141,417.06,598.723,0.00287391,69.6583,181.663,268.005,0.238602,-2.81125,0.189192,2.82769,-5.9478e-15,-5.67772e-15,2.82769,5.24846,337.265,274.851,3.83635,NA,0.18559,0.471259,-9.14931,-0.335872,1.30765,-0.262901,1,37.4157,17,30,50,75,122,283,-0.0393766,1.00788,57.9734,1.01325,35.498,1.15782,-3.19233,1.15782,0.787744,1.15782,-0.0167663,1.19935,NA,NA,800000009,800000009,800000009,800000009,800000009,800010109,899999999,899999999,89999,89999,89,89,0,1,1,76,58,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,851,0,0,0,0,101,0,0,0,0,16,18000,18000,18000,18000,NA,NA,0.394599,0.495291,0.0526279,0.148016,0.00708941,39.2734,1.73408e-07,NA,0.0499327,-0.00319233,0.787744,-1.67663e-05,NA,90387.7,NA,1639,-3.07,91.9,1.801,-56.3,3.183,-1.925,1106,141.7,542.7,84.4,297,353.7,0.155,401.6,NA,NA,NA,NA,NA,NA,-3.07,91.9,NA,3.183,1106,141.7,401.6,542.7,84.4,0.155518702782384,297,353.7,NA,NA,NA,NA,NA,NA,0,0,4,0,0,401.6,99.9696,0.24892828685259,NA,0,-0.039687,0.841428,NA,56.6486,43.321,14,6,39.446831360105,"Tundra",-0.83854514798833,0.00286079728149578,0.00332571837281667,0.53927102661,0.00156140581621282,0.00202858891017333
